No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
1;apple;Apple iPhone 11;https://www.gsmarena.com/apple_iphone_11-9848.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
Wireless (Qi)";N/A;N/A;Li-Ion 3110 mAh, non-removable (11.91 Wh);"IP68 dust tight and water resistant (immersible up to 2m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame (7000 series);150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in);· Nano-SIM + eSIM· Nano-SIM + Nano-SIM (China);194 g (6.84 oz);5.0, A2DP, LE;Yes;GPS, GLONASS, GALILEO, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Scratch-resistant glass;828 x 1792 pixels, 19.5:9 ratio (~326 ppi density);6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio);Liquid Retina IPS LCD, 625 nits (typ);N/A;N/A;N/A;N/A;Ultra Wideband (UWB) support;Face ID, accelerometer, gyro, proximity, compass, barometer;2019, September 10;Available. Released 2019, September 20;"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""";Dual-LED dual-tone flash, HDR (photo/panorama);N/A;N/A;4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, stereo sound rec.;NVMe;No;64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM;Black, Green, Yellow, Purple, Red, White;A2221, A2111, A2223, iPhone12,1;$ 151.97 / € 185.00 / £ 140.00;1.09 W/kg (head)     1.18 W/kg (body);0.95 W/kg (head)     0.99 W/kg (body);1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2111, A2223;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2221;N/A;HSPA 42.2/5.76 Mbps, LTE (CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise -94.2dB / Crosstalk -80.8dB;N/A;Endurance rating 94h;Photo / Video;1505:1 contrast ratio, 644 nits max brightness (measured);Voice 70dB / Noise 72dB / Ring 76dB;"AnTuTu: 419453 (v7)
GeekBench: 13882 (v4.4)
GFXBench: 60fps (ES 3.1 onscreen)";Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder);Apple A13 Bionic (7 nm+);Apple GPU (4-core graphics);iOS 13, upgradable to iOS 26;HDR;"12 MP, f/2.2, 23mm (wide), 1/3.6"", 1.0µm
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
2;apple;Apple iPhone 13 Pro Max;https://www.gsmarena.com/apple_iphone_13_pro_max-11089.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
15W wireless (MagSafe)
15W wireless (Qi2) - requires iOS 17.2 update";N/A;N/A;Li-Ion 4352 mAh (16.75 Wh);"IP68 dust tight and water resistant (immersible up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front, glass back, stainless steel frame;160.8 x 78.1 x 7.7 mm (6.33 x 3.07 x 0.30 in);· Nano-SIM + eSIM· Nano-SIM + Nano-SIM;240 g (8.47 oz);5.0, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Ceramic Shield glass;1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density);6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio);Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (HBM), 1200 nits (peak);N/A;N/A;N/A;N/A;Ultra Wideband (UWB) support;Face ID, accelerometer, gyro, proximity, compass, barometer;2021, September 14;Available. Released 2021, September 24;N/A;Dual-LED dual-tone flash, HDR (photo/panorama);N/A;"12 MP, f/1.5, 26mm (wide), 1/1.7"", 1.9µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.8, 77mm (telephoto), PDAF, 1/3.4"", 1.0µm, OIS, 3x optical zoom
12 MP, f/1.8, 13mm, 120˚ (ultrawide), 1/3.4"", 1.0µm, PDAF
TOF 3D LiDAR scanner (depth)";4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, stereo sound rec.;NVMe;No;128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM;Graphite, Gold, Silver, Sierra Blue, Alpine Green;A2643, A2484, A2641, A2644, A2645, iphone14,3;$ 417.62 / € 472.30 / £ 349.95;1.18 W/kg (head)     1.20 W/kg (body);0.99 W/kg (head)     0.98 W/kg (body);1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 29, 30, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - A2641;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2643, A2644, A2645;1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 38, 40, 41, 48, 66, 77, 78, 79 SA/NSA/Sub6 - A2643, A2644;HSPA, LTE, 5G, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 121h;Photo / Video;1050 nits max brightness (measured);-24.0 LUFS (Very good);"AnTuTu: 801691 (v9)
GeekBench: 4706 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)";Hexa-core (2x3.23 GHz Avalanche + 4x1.82 GHz Blizzard);Apple A15 Bionic (5 nm);Apple GPU (5-core graphics);iOS 15, upgradable to iOS 26;HDR;"12 MP, f/2.2, 23mm (wide), 1/3.6"", 1.0µm
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
3;apple;Apple iPhone 12 mini;https://www.gsmarena.com/apple_iphone_12_mini-10510.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
15W wireless (MagSafe)
15W wireless (Qi2) - requires iOS 17.4 update";N/A;N/A;Li-Ion 2227 mAh (8.57 Wh);"IP68 dust tight and water resistant (immersible up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front, glass back, aluminum frame;131.5 x 64.2 x 7.4 mm (5.18 x 2.53 x 0.29 in);· Nano-SIM + eSIM· Nano-SIM + Nano-SIM;135 g (4.76 oz);5.0, A2DP, LE;Yes;GPS, GLONASS, GALILEO, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Ceramic Shield glass;1080 x 2340 pixels, 19.5:9 ratio (~476 ppi density);5.4 inches, 71.9 cm2 (~85.1% screen-to-body ratio);Super Retina XDR OLED, HDR10, Dolby Vision, 625 nits (HBM), 1200 nits (peak);N/A;N/A;N/A;N/A;Ultra Wideband (UWB) support;Face ID, accelerometer, gyro, proximity, compass, barometer;2020, October 13;Available. Released 2020, November 13;"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm, 120˚ (ultrawide), 1/3.6""";Dual-LED dual-tone flash, HDR (photo/panorama);N/A;N/A;4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.;NVMe;No;64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM;Black, White, Red, Green, Blue, Purple;A2399, A2176, A2398, A2400, A2399, iPhone13,1;$ 166.93 / € 174.00 / £ 148.75;N/A;0.99 W/kg (head)     0.99 W/kg (body);1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 77, 78, 79 Sub6 - A2398, A2399, A2400;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2176;1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 71, 77, 78, 79, 260, 261 Sub6/mmWave - A2176;HSPA, LTE, 5G, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 69h;Photo / Video;627 nits max brightness (measured);-24.6 LUFS (Very good);"AnTuTu: 589616 (v8)
GeekBench: 4174 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)";Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm);Apple A14 Bionic (5 nm);Apple GPU (4-core graphics);iOS 14.1, upgradable to iOS 26;HDR;"12 MP, f/2.2, 23mm (wide), 1/3.6"", 1.0µm
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
4;apple;Apple iPhone 8;https://www.gsmarena.com/apple_iphone_8-8573.php;N/A;N/A;"15W wired, PD2.0, 50% in 30 min
Wireless (Qi)";N/A;Up to 14 h (3G);Li-Ion 1821 mAh, non-removable (6.96 Wh);"IP67 dust/water resistant (up to 1m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame;138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in);Nano-SIM;148 g (5.22 oz);5.0, A2DP, LE;Yes;GPS, GLONASS, GALILEO, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;3D Touch display & home button;Ion-strengthened glass;750 x 1334 pixels, 16:9 ratio (~326 ppi density);4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio);Retina IPS LCD, 625 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;2017, September 12. Released 2017, September 22;Discontinued;N/A;Quad-LED dual-tone flash, HDR;12 MP, f/1.8, 28mm (wide), PDAF, OIS;N/A;4K@24/30/60fps, 1080p@30/60/120/240fps;NVMe;No;64GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM;Silver, Space Gray, Gold, Red;A1863, A1905, A1906, A1907, iPhone10,1, iPhone10,4;About 210 EUR;1.32 W/kg (head)     1.36 W/kg (body);1.19 W/kg (head)     1.17 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps;GSM / HSPA / LTE;Noise -93.5dB / Crosstalk -80.4dB;N/A;Endurance rating 66h;Photo / Video;Contrast ratio: 1395:1 (nominal), 3.957 (sunlight);Voice 71dB / Noise 77dB / Ring 80dB;"AnTuTu: 237594 (v7)
GeekBench: 10214 (v4.4)
GFXBench: 20fps (ES 3.1 onscreen)";Hexa-core (2x Monsoon + 4x Mistral);Apple A11 Bionic (10 nm);Apple GPU (three-core graphics);iOS 11, up to iOS 16.7.12;Face detection, HDR, panorama;7 MP, f/2.2;1080p@30fps;N/A;No;Yes, with stereo speakers
5;apple;Apple iPhone 15 Plus;https://www.gsmarena.com/apple_iphone_15_plus-12558.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
15W wireless (MagSafe)
15W wireless (Qi2) - requires iOS 17.2 update
4.5W reverse wired";N/A;N/A;Li-Ion 4383 mAh;"IP68 dust tight and water resistant (immersible up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front, glass back, aluminum frame;160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in);"· Nano-SIM + eSIM + eSIM (max 2 at a time; International)· eSIM + eSIM (8 or more, max 2 at a time; USA)· Nano-SIM + Nano-SIM (China)";201 g (7.09 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, DisplayPort;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Ceramic Shield glass;1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density);6.7 inches, 110.2 cm2 (~88.0% screen-to-body ratio);Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak);N/A;N/A;N/A;N/A;"Ultra Wideband (UWB) support (gen2 chip)
Emergency SOS, Messages and Find My via satellite";Face ID, accelerometer, gyro, proximity, compass, barometer;2023, September 12;Available. Released 2023, September 22;"48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.4, 13mm, 120˚ (ultrawide), 0.7µm";Dual-LED dual-tone flash, HDR (photo/panorama);N/A;N/A;4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;NVMe;No;128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM;Black, Blue, Green, Yellow, Pink;A3094, A2847, A3093, A3096, iPhone15,5;$ 438.89 / € 584.67 / £ 470.00;1.01 W/kg (head)     1.12 W/kg (body);0.98 W/kg (head)     0.98 W/kg (body);1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3096;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3094;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3094;HSPA, LTE, 5G, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;Active use score 16:33h;Endurance rating 111h;Photo / Video;1642 nits max brightness (measured);-27.7 LUFS (Good);"AnTuTu: 1385649 (v10)
GeekBench: 6618 (v6)
GFXBench: 60fps (ES 3.1 onscreen)";Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth);Apple A16 Bionic (4 nm);Apple GPU (5-core graphics);iOS 17, upgradable to iOS 26;HDR, Dolby Vision HDR;"12 MP, f/1.9, 23mm (wide), 1/3.6"", 1.0µm, PDAF
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
6;apple;Apple iPhone SE;https://www.gsmarena.com/apple_iphone_se-7969.php;N/A;N/A;N/A;Up to 240 h (3G);Up to 14 h (3G);Li-Po 1624 mAh, non-removable (6.21 Wh);Apple Pay (Visa, MasterCard, AMEX certified);Glass front (Corning-made glass), aluminum back, aluminum frame;123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);Nano-SIM;113 g (3.99 oz);4.2, A2DP, LE;Yes (Apple Pay only);GPS, GLONASS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac, hotspot;N/A;N/A;640 x 1136 pixels, 16:9 ratio (~326 ppi density);4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;2016, March 21. Released 2016, March 31;Discontinued;N/A;Dual-LED dual-tone flash, HDR;"12 MP, f/2.2, 29mm (standard), 1/3.0"", 1.22µm, PDAF";N/A;4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps;NVMe;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;Space Gray, Silver, Gold, Rose Gold;A1662, A1723, A1724, iPhone8,4;About 140 EUR;1.17 W/kg (head)     1.19 W/kg (body);0.72 W/kg (head)     0.97 W/kg (body);1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41 - A1723;GSM 850 / 900 / 1800 / 1900 - A1662, A1723;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - A1662, A1723;1, 2, 3, 4, 5, 8, 12, 13, 17, 18, 19, 20, 25, 26, 29 - A1662;N/A;HSPA, LTE Cat4 150/50 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise -93.0dB / Crosstalk -72.9dB;N/A;Endurance rating 73h;Photo / Video;Contrast ratio: 804:1 (nominal), 3.681 (sunlight);Voice 66dB / Noise 65dB / Ring 69dB;Basemark OS II 2.0: 2163;Dual-core 1.84 GHz Twister;Apple A9 (14 nm);PowerVR GT7600 (six-core graphics);iOS 9.3.2, upgradable to iOS 15.8.5;Face detection, HDR, panorama;1.2 MP, f/2.4, 31mm (standard);720p@30fps;16-bit/44.1kHz audio;Yes;Yes
7;apple;Apple iPhone 11 Pro;https://www.gsmarena.com/apple_iphone_11_pro-9847.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
Wireless (Qi)";N/A;N/A;Li-Ion 3046 mAh, non-removable (11.67 Wh);"IP68 dust tight and water resistant (immersible up to 4m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame;144 x 71.4 x 8.1 mm (5.67 x 2.81 x 0.32 in);· Nano-SIM + eSIM· Nano-SIM + Nano-SIM (China);188 g (6.63 oz);5.0, A2DP, LE;Yes;GPS, GLONASS, GALILEO, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Scratch-resistant glass;1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density);5.8 inches, 84.4 cm2 (~82.1% screen-to-body ratio);Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak);N/A;N/A;N/A;N/A;Ultra Wideband (UWB) support;Face ID, accelerometer, gyro, proximity, compass, barometer;2019, September 10;Available. Released 2019, September 20;N/A;Dual-LED dual-tone flash, HDR (photo/panorama);N/A;"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""";4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, stereo sound rec.;NVMe;No;64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM;Matte Space Gray, Matte Silver, Matte Gold, Matte Midnight Green;A2215, A2160, A2217, iPhone12,3;About 240 EUR;1.18 W/kg (head)     1.16 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2160, A2217;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2215;N/A;HSPA, LTE 1.6 Gbps DL, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise -94.2dB / Crosstalk -81.0dB;N/A;Endurance rating 86h;Photo / Video;805 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 460784 (v7)
GeekBench: 13829 (v4.4)
GFXBench: 57fps (ES 3.1 onscreen)";Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder);Apple A13 Bionic (7 nm+);Apple GPU (4-core graphics);iOS 13, upgradable to iOS 26;HDR;"12 MP, f/2.2, 23mm (wide), 1/3.6"", 1.0µm
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
8;apple;Apple iPhone 14 Plus;https://www.gsmarena.com/apple_iphone_14_plus-11862.php;N/A;N/A;"Wired, PD2.0, 50% in 30 min
15W wireless (MagSafe)
15W wireless (Qi2) - requires iOS 17.2 update";N/A;N/A;Li-Ion 4323 mAh (16.68 Wh);"IP68 dust tight and water resistant (immersible up to 6m for 30 min)
Apple Pay (Visa, MasterCard, AMEX certified)";Glass front, glass back, aluminum frame;160.8 x 78.1 x 7.8 mm (6.33 x 3.07 x 0.31 in);"· Nano-SIM + eSIM + eSIM (max 2 at a time; International)· eSIM + eSIM (8 or more, max 2 at a time; USA)· Nano-SIM + Nano-SIM (China)";203 g (7.16 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;Lightning, USB 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;N/A;Ceramic Shield glass;1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density);6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio);Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak);N/A;N/A;N/A;N/A;"Ultra Wideband (UWB) support
Emergency SOS via satellite (SMS sending/receiving)";Face ID, accelerometer, gyro, proximity, compass, barometer;2022, September 07;Available. Released 2022, October 07;"12 MP, f/1.5, 26mm (wide), 1/1.7"", 1.9µm, dual pixel PDAF, sensor-shift OIS
12 MP, f/2.4, 13mm, 120˚ (ultrawide)";Dual-LED dual-tone flash, HDR (photo/panorama);N/A;N/A;4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.;NVMe;No;128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM;Midnight, Purple, Starlight, Blue, Red, Yellow;A2886, A2632, A2885, A2888, A2887, iphone14,8;$ 324.28 / € 423.00 / £ 340.75;1.14 W/kg (head)     1.15 W/kg (body);0.99 W/kg (head)     0.98 W/kg (body);1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2887;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2886, A2888;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2886, A2888;HSPA, LTE, 5G, EV-DO Rev.A 3.1 Mbps;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 102h;Photo / Video;797 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 797976 (v9)
GeekBench: 4582 (v5.1)
GFXBench: 60fps (ES 3.1 onscreen)";Hexa-core (2x3.23 GHz Avalanche + 4x1.82 GHz Blizzard);Apple A15 Bionic (5 nm);Apple GPU (5-core graphics);iOS 16, upgradable to iOS 26;HDR;"12 MP, f/1.9, 23mm (wide), 1/3.6"", 1.0µm, PDAF
SL 3D, (depth/biometrics sensor)";4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS;N/A;No;Yes, with stereo speakers
